"","client","signaleringid","indicatorid","waarde","argument","naam","gewicht","eindresultaat","succes","toelichting","Datasource1","Interface1","Time","Year","Quarter","Month","MonthName","Week","WeekDay","DayMonth","DayYear","TimeJS","YearWeek","eindargumentatie","MS","Oncology","CV","PAH","signalering_eindresultaat"
"12116","",1042815,536,100,"Outsource","CRO3",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-01-17 18:05:21,2015,1,1,"January","03","Saturday",17,17,1421517921.603,"2015.03","CSR","","","","Life",3
"12117","",1042843,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","RServe interface",2015-01-17 21:00:38,2015,1,1,"January","03","Saturday",17,17,1421528438.087,"2015.03","CSR","","","","Life",2
"12118","",1042843,536,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-01-17 21:00:38,2015,1,1,"January","03","Saturday",17,17,1421528438.087,"2015.03","CSR","","","","Life",2
"12122","",1042854,505,100,"In-House","Janssen",1,1,"NULL","NULL","R_model","RServe interface",2015-01-18 06:24:38,2015,1,1,"January","03","Sunday",18,18,1421562278.16,"2015.03","CSR","","","","Life",38
"12123","",1042854,536,100,"In-House","CRO3",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-01-18 06:24:38,2015,1,1,"January","03","Sunday",18,18,1421562278.16,"2015.03","CSR","","","","Life",38
"12124","",1043088,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","RServe interface",2015-01-19 09:58:26,2015,1,1,"January","03","Monday",19,19,1421661506.37,"2015.03","CSR","","","","Life",2
"12125","",1043088,536,100,"Outsource","CRO3",1,1,"NULL","NULL","claim_history","Claims database interface",2015-01-19 09:58:26,2015,1,1,"January","03","Monday",19,19,1421661506.37,"2015.03","CSR","","","","Life",2
"12127","",1043107,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","RServe interface",2015-01-19 10:34:59,2015,1,1,"January","03","Monday",19,19,1421663699.48,"2015.03","CSR","","","","Life",102
"12129","",1043107,536,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","Claims database interface",2015-01-19 10:34:59,2015,1,1,"January","03","Monday",19,19,1421663699.48,"2015.03","CSR","","","","Life",102
"12130","",1043193,505,100,"In-House","Janssen",1,1,"NULL","NULL","R_model","RServe interface",2015-01-19 14:14:02,2015,1,1,"January","03","Monday",19,19,1421676842.993,"2015.03","CSR","","","","Life",2
"12131","",1043193,536,100,"In-House","CRO3",1,1,"NULL","NULL","datasource_x","Claims database interface",2015-01-19 14:14:02,2015,1,1,"January","03","Monday",19,19,1421676842.993,"2015.03","CSR","","","","Life",2
"12141","",1044119,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_z","RServe interface",2015-01-19 16:20:12,2015,1,1,"January","03","Monday",19,19,1421684412.667,"2015.03","CSR","","","","Life",8
"12142","",1044119,528,50,"Outsource","CRO3",1,1,"NULL","NULL","claim_history","Unmapped",2015-01-19 16:20:12,2015,1,1,"January","03","Monday",19,19,1421684412.667,"2015.03","CSR","","","","Life",8
"12143","",1044119,536,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-01-19 16:20:12,2015,1,1,"January","03","Monday",19,19,1421684412.667,"2015.03","CSR","","","","Life",8
"12145","",1044128,505,100,"In-House","Janssen",1,1,"NULL","NULL","claim_history","RServe interface",2015-01-19 16:23:05,2015,1,1,"January","03","Monday",19,19,1421684585.843,"2015.03","CSR","","","","Life",8
"12146","",1044128,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_y","Unmapped",2015-01-19 16:23:05,2015,1,1,"January","03","Monday",19,19,1421684585.843,"2015.03","CSR","","","","Life",8
"12147","",1044128,536,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","Claims database interface",2015-01-19 16:23:05,2015,1,1,"January","03","Monday",19,19,1421684585.843,"2015.03","CSR","","","","Life",8
"12150","",1044225,505,100,"In-House","Janssen",1,1,"NULL","NULL","R_model","RServe interface",2015-01-19 19:25:45,2015,1,1,"January","03","Monday",19,19,1421695545.313,"2015.03","Other","","","","Life",8
"12151","",1044225,528,50,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","Unmapped",2015-01-19 19:25:45,2015,1,1,"January","03","Monday",19,19,1421695545.313,"2015.03","Other","","","","Life",8
"12152","",1044225,536,100,"Outsource","CRO3",1,1,"NULL","NULL","datasource_z","Claims database interface",2015-01-19 19:25:45,2015,1,1,"January","03","Monday",19,19,1421695545.313,"2015.03","Other","","","","Life",8
"12154","",1044259,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_x","RServe interface",2015-01-19 20:50:51,2015,1,1,"January","03","Monday",19,19,1421700651.883,"2015.03","CSR","","","","Life",8
"12155","",1044259,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_z","Unmapped",2015-01-19 20:50:51,2015,1,1,"January","03","Monday",19,19,1421700651.883,"2015.03","CSR","","","","Life",8
"12156","",1044259,536,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-01-19 20:50:51,2015,1,1,"January","03","Monday",19,19,1421700651.883,"2015.03","CSR","","","","Life",8
"12181","",1045326,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_x","RServe interface",2015-01-20 17:44:29,2015,1,1,"January","03","Tuesday",20,20,1421775869.593,"2015.03","CSR","","","","Life",8
"12182","",1045326,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_z","Unmapped",2015-01-20 17:44:29,2015,1,1,"January","03","Tuesday",20,20,1421775869.593,"2015.03","CSR","","","","Life",8
"12183","",1045326,536,100,"In-House","CRO3",1,1,"NULL","NULL","datasource_z","Claims database interface",2015-01-20 17:44:29,2015,1,1,"January","03","Tuesday",20,20,1421775869.593,"2015.03","CSR","","","","Life",8
"12189","",1045368,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","RServe interface",2015-01-20 19:24:46,2015,1,1,"January","03","Tuesday",20,20,1421781886.5,"2015.03","CSR","","","","Life",38
"12190","",1045368,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_y","Unmapped",2015-01-20 19:24:46,2015,1,1,"January","03","Tuesday",20,20,1421781886.5,"2015.03","CSR","","","","Life",38
"12191","",1045368,536,100,"Outsource","CRO3",1,1,"NULL","NULL","datasource_z","Claims database interface",2015-01-20 19:24:46,2015,1,1,"January","03","Tuesday",20,20,1421781886.5,"2015.03","CSR","","","","Life",38
"12194","",1045455,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_x","RServe interface",2015-01-20 22:51:44,2015,1,1,"January","03","Tuesday",20,20,1421794304.347,"2015.03","Submission","","","","Life",13
"12195","",1045455,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_y","Unmapped",2015-01-20 22:51:44,2015,1,1,"January","03","Tuesday",20,20,1421794304.347,"2015.03","Submission","","","","Life",13
"12196","",1045455,536,100,"In-House","CRO3",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-01-20 22:51:44,2015,1,1,"January","03","Tuesday",20,20,1421794304.347,"2015.03","Submission","","","","Life",13
"12199","",1045531,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","RServe interface",2015-01-21 11:06:44,2015,1,1,"January","04","Wednesday",21,21,1421838404.137,"2015.04","CSR","","","","Life",8
"12200","",1045531,536,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","Claims database interface",2015-01-21 11:06:44,2015,1,1,"January","04","Wednesday",21,21,1421838404.137,"2015.04","CSR","","","","Life",8
"12202","",1045614,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","RServe interface",2015-01-21 14:07:41,2015,1,1,"January","04","Wednesday",21,21,1421849261.153,"2015.04","Other","","","","Life",108
"12203","",1045614,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_x","Unmapped",2015-01-21 14:07:41,2015,1,1,"January","04","Wednesday",21,21,1421849261.153,"2015.04","Other","","","","Life",108
"12204","",1045614,536,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-01-21 14:07:41,2015,1,1,"January","04","Wednesday",21,21,1421849261.153,"2015.04","Other","","","","Life",108
"12207","",1045655,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_x","RServe interface",2015-01-21 15:01:56,2015,1,1,"January","04","Wednesday",21,21,1421852516.293,"2015.04","CSR","","","","Life",5
"12208","",1045655,528,50,"In-House","Janssen",1,1,"NULL","NULL","claim_history","Unmapped",2015-01-21 15:01:56,2015,1,1,"January","04","Wednesday",21,21,1421852516.293,"2015.04","CSR","","","","Life",5
"12209","",1045655,536,100,"Outsource","CRO3",1,1,"NULL","NULL","datasource_z","Claims database interface",2015-01-21 15:01:56,2015,1,1,"January","04","Wednesday",21,21,1421852516.293,"2015.04","CSR","","","","Life",5
"12211","",1045664,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","RServe interface",2015-01-21 15:26:02,2015,1,1,"January","04","Wednesday",21,21,1421853962.353,"2015.04","CSR","","","","Life",8
"12212","",1045664,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_x","Unmapped",2015-01-21 15:26:02,2015,1,1,"January","04","Wednesday",21,21,1421853962.353,"2015.04","CSR","","","","Life",8
"12213","",1045664,536,100,"In-House","CRO3",1,1,"NULL","NULL","R_model","Claims database interface",2015-01-21 15:26:02,2015,1,1,"January","04","Wednesday",21,21,1421853962.353,"2015.04","CSR","","","","Life",8
"12217","",1046134,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","RServe interface",2015-01-21 19:05:58,2015,1,1,"January","04","Wednesday",21,21,1421867158.66,"2015.04","CSR","","","","Life",2
"12218","",1046134,536,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","Claims database interface",2015-01-21 19:05:58,2015,1,1,"January","04","Wednesday",21,21,1421867158.66,"2015.04","CSR","","","","Life",2
"12222","",1046165,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","RServe interface",2015-01-21 20:26:05,2015,1,1,"January","04","Wednesday",21,21,1421871965.227,"2015.04","CSR","","","","Life",174
"12223","",1046165,528,50,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","Unmapped",2015-01-21 20:26:05,2015,1,1,"January","04","Wednesday",21,21,1421871965.227,"2015.04","CSR","","","","Life",174
"12224","",1046165,536,100,"Outsource","CRO3",1,1,"NULL","NULL","datasource_z","Claims database interface",2015-01-21 20:26:05,2015,1,1,"January","04","Wednesday",21,21,1421871965.227,"2015.04","CSR","","","","Life",174
"12226","",1046239,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","RServe interface",2015-01-22 09:19:01,2015,1,1,"January","04","Thursday",22,22,1421918341.023,"2015.04","CSR","","","","Life",107
"12227","",1046239,536,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-01-22 09:19:01,2015,1,1,"January","04","Thursday",22,22,1421918341.023,"2015.04","CSR","","","","Life",107
"12228","",1046259,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","RServe interface",2015-01-22 10:26:08,2015,1,1,"January","04","Thursday",22,22,1421922368.25,"2015.04","Other","","","","Life",3
"12229","",1046259,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_y","Unmapped",2015-01-22 10:26:08,2015,1,1,"January","04","Thursday",22,22,1421922368.25,"2015.04","Other","","","","Life",3
"12230","",1046259,536,100,"In-House","CRO3",1,1,"NULL","NULL","R_model","Claims database interface",2015-01-22 10:26:08,2015,1,1,"January","04","Thursday",22,22,1421922368.25,"2015.04","Other","","","","Life",3
"12232","",1046332,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_z","RServe interface",2015-01-22 13:13:50,2015,1,1,"January","04","Thursday",22,22,1421932430.13,"2015.04","CSR","","","","Life",102
"12234","",1046332,536,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-01-22 13:13:50,2015,1,1,"January","04","Thursday",22,22,1421932430.13,"2015.04","CSR","","","","Life",102
"12236","",1046345,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","RServe interface",2015-01-22 13:41:04,2015,1,1,"January","04","Thursday",22,22,1421934064.547,"2015.04","Other","","","","Life",7
"12237","",1046345,536,100,"In-House","CRO3",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-01-22 13:41:04,2015,1,1,"January","04","Thursday",22,22,1421934064.547,"2015.04","Other","","","","Life",7
"12239","",1046348,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","RServe interface",2015-01-22 13:44:28,2015,1,1,"January","04","Thursday",22,22,1421934268.973,"2015.04","Submission","","","","Life",11
"12242","",1046394,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","RServe interface",2015-01-22 15:22:25,2015,1,1,"January","04","Thursday",22,22,1421940145.153,"2015.04","Submission","","","","Life",10
"12243","",1046394,528,50,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","Unmapped",2015-01-22 15:22:25,2015,1,1,"January","04","Thursday",22,22,1421940145.153,"2015.04","Submission","","","","Life",10
"12244","",1046394,536,100,"In-House","Janssen",1,1,"NULL","NULL","claim_history","Claims database interface",2015-01-22 15:22:25,2015,1,1,"January","04","Thursday",22,22,1421940145.153,"2015.04","Submission","","","","Life",10
"12254","",1046876,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_y","RServe interface",2015-01-22 19:26:18,2015,1,1,"January","04","Thursday",22,22,1421954778.7,"2015.04","Other","","","","Life",107
"12255","",1046876,536,100,"Outsource","CRO3",1,1,"NULL","NULL","datasource_x","Claims database interface",2015-01-22 19:26:18,2015,1,1,"January","04","Thursday",22,22,1421954778.7,"2015.04","Other","","","","Life",107
"12259","",1046996,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","RServe interface",2015-01-23 10:39:05,2015,1,1,"January","04","Friday",23,23,1422009545.127,"2015.04","CSR","","","","Life",111
"12263","",1047046,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","RServe interface",2015-01-23 12:27:09,2015,1,1,"January","04","Friday",23,23,1422016029.907,"2015.04","Submission","","","","Life",16
"12264","",1047077,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","RServe interface",2015-01-23 13:40:53,2015,1,1,"January","04","Friday",23,23,1422020453.323,"2015.04","CSR","","","","Life",1
"12273","",1047589,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","RServe interface",2015-01-23 19:23:57,2015,1,1,"January","04","Friday",23,23,1422041037.493,"2015.04","CSR","","","","Life",108
"12275","",1047589,536,100,"Outsource","CRO3",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-01-23 19:23:57,2015,1,1,"January","04","Friday",23,23,1422041037.493,"2015.04","CSR","","","","Life",108
"12280","",1047700,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","RServe interface",2015-01-24 11:49:25,2015,1,1,"January","04","Saturday",24,24,1422100165.13,"2015.04","Other","","","","Life",34
"12281","",1047700,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_y","Unmapped",2015-01-24 11:49:25,2015,1,1,"January","04","Saturday",24,24,1422100165.13,"2015.04","Other","","","","Life",34
"12282","",1047700,536,100,"In-House","CRO3",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-01-24 11:49:25,2015,1,1,"January","04","Saturday",24,24,1422100165.13,"2015.04","Other","","","","Life",34
"12284","",1047786,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","RServe interface",2015-01-24 15:53:05,2015,1,1,"January","04","Saturday",24,24,1422114785.287,"2015.04","CSR","","","","Life",8
"12285","",1047786,528,50,"In-House","Janssen",1,1,"NULL","NULL","claim_history","Unmapped",2015-01-24 15:53:05,2015,1,1,"January","04","Saturday",24,24,1422114785.287,"2015.04","CSR","","","","Life",8
"12286","",1047786,536,100,"Outsource","CRO3",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-01-24 15:53:05,2015,1,1,"January","04","Saturday",24,24,1422114785.287,"2015.04","CSR","","","","Life",8
"12287","",1047798,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","RServe interface",2015-01-24 16:33:36,2015,1,1,"January","04","Saturday",24,24,1422117216.633,"2015.04","CSR","","","","Life",1
"12288","",1047813,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","RServe interface",2015-01-24 17:31:43,2015,1,1,"January","04","Saturday",24,24,1422120703.927,"2015.04","CSR","","","","Life",1
"12290","",1047873,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","RServe interface",2015-01-25 12:03:44,2015,1,1,"January","04","Sunday",25,25,1422187424.04,"2015.04","CSR","","","","Life",3
"12291","",1047873,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_y","Unmapped",2015-01-25 12:03:44,2015,1,1,"January","04","Sunday",25,25,1422187424.04,"2015.04","CSR","","","","Life",3
"12292","",1047873,536,100,"Outsource","CRO3",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-01-25 12:03:44,2015,1,1,"January","04","Sunday",25,25,1422187424.04,"2015.04","CSR","","","","Life",3
"12294","",1047881,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_x","RServe interface",2015-01-25 12:34:05,2015,1,1,"January","04","Sunday",25,25,1422189245.69,"2015.04","CSR","","","","Life",3
"12295","",1047881,536,100,"In-House","CRO3",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-01-25 12:34:05,2015,1,1,"January","04","Sunday",25,25,1422189245.69,"2015.04","CSR","","","","Life",3
"12298","",1048074,505,100,"Outsource","CRO1",1,1,"NULL","NULL","claim_history","RServe interface",2015-01-26 10:40:31,2015,1,1,"January","04","Monday",26,26,1422268831.923,"2015.04","CSR","","","","Life",3
"12299","",1048074,536,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-01-26 10:40:31,2015,1,1,"January","04","Monday",26,26,1422268831.923,"2015.04","CSR","","","","Life",3
"12301","",1048081,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","RServe interface",2015-01-26 10:58:02,2015,1,1,"January","04","Monday",26,26,1422269882.807,"2015.04","Other","","","","Life",8
"12302","",1048081,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_y","Unmapped",2015-01-26 10:58:02,2015,1,1,"January","04","Monday",26,26,1422269882.807,"2015.04","Other","","","","Life",8
"12303","",1048081,536,100,"Outsource","CRO3",1,1,"NULL","NULL","datasource_x","Claims database interface",2015-01-26 10:58:02,2015,1,1,"January","04","Monday",26,26,1422269882.807,"2015.04","Other","","","","Life",8
"12304","",1048105,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","RServe interface",2015-01-26 11:42:31,2015,1,1,"January","04","Monday",26,26,1422272551.497,"2015.04","CSR","","","","Life",1
"12307","",1048111,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_x","RServe interface",2015-01-26 11:59:06,2015,1,1,"January","04","Monday",26,26,1422273546.427,"2015.04","CSR","","","","Life",30
"12310","",1048168,505,100,"In-House","Janssen",1,1,"NULL","NULL","R_model","RServe interface",2015-01-26 14:01:19,2015,1,1,"January","04","Monday",26,26,1422280879.32,"2015.04","CSR","","","","Life",107
"12312","",1048168,536,100,"In-House","CRO3",1,1,"NULL","NULL","claim_history","Claims database interface",2015-01-26 14:01:19,2015,1,1,"January","04","Monday",26,26,1422280879.32,"2015.04","CSR","","","","Life",107
"12320","",1049066,505,100,"In-House","Janssen",1,1,"NULL","NULL","claim_history","RServe interface",2015-01-26 17:38:22,2015,1,1,"January","04","Monday",26,26,1422293902.96,"2015.04","CSR","","","","Life",3
"12321","",1049066,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_x","Unmapped",2015-01-26 17:38:22,2015,1,1,"January","04","Monday",26,26,1422293902.96,"2015.04","CSR","","","","Life",3
"12322","",1049066,536,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-01-26 17:38:22,2015,1,1,"January","04","Monday",26,26,1422293902.96,"2015.04","CSR","","","","Life",3
"12323","",1049179,505,100,"In-House","Janssen",1,1,"NULL","NULL","claim_history","RServe interface",2015-01-27 08:56:23,2015,1,1,"January","04","Tuesday",27,27,1422348983.677,"2015.04","CSR","","","","Life",2
"12324","",1049179,536,100,"In-House","Janssen",1,1,"NULL","NULL","R_model","Claims database interface",2015-01-27 08:56:23,2015,1,1,"January","04","Tuesday",27,27,1422348983.677,"2015.04","CSR","","","","Life",2
"12325","",1049182,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","RServe interface",2015-01-27 09:13:41,2015,1,1,"January","04","Tuesday",27,27,1422350021.703,"2015.04","CSR","","","","Life",2
"12326","",1049182,536,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-01-27 09:13:41,2015,1,1,"January","04","Tuesday",27,27,1422350021.703,"2015.04","CSR","","","","Life",2
"12328","",1049234,505,100,"In-House","Janssen",1,1,"NULL","NULL","R_model","RServe interface",2015-01-27 11:41:32,2015,1,1,"January","04","Tuesday",27,27,1422358892.137,"2015.04","CSR","","","","Life",16
"12330","",1049311,505,100,"In-House","Janssen",1,1,"NULL","NULL","claim_history","RServe interface",2015-01-27 14:08:05,2015,1,1,"January","04","Tuesday",27,27,1422367685.907,"2015.04","CSR","","","","Life",3
"12331","",1049311,536,100,"Outsource","CRO3",1,1,"NULL","NULL","datasource_x","Claims database interface",2015-01-27 14:08:05,2015,1,1,"January","04","Tuesday",27,27,1422367685.907,"2015.04","CSR","","","","Life",3
"12334","",1049390,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_z","RServe interface",2015-01-27 16:01:09,2015,1,1,"January","04","Tuesday",27,27,1422374469.78,"2015.04","Other","","","","Life",108
"12335","",1049390,536,100,"Outsource","CRO3",1,1,"NULL","NULL","datasource_x","Claims database interface",2015-01-27 16:01:09,2015,1,1,"January","04","Tuesday",27,27,1422374469.78,"2015.04","Other","","","","Life",108
"12355","",1050187,505,100,"In-House","Janssen",1,1,"NULL","NULL","R_model","RServe interface",2015-01-27 18:17:33,2015,1,1,"January","04","Tuesday",27,27,1422382653.387,"2015.04","CSR","","","","Life",2
"12356","",1050187,536,100,"In-House","CRO3",1,1,"NULL","NULL","datasource_z","Claims database interface",2015-01-27 18:17:33,2015,1,1,"January","04","Tuesday",27,27,1422382653.387,"2015.04","CSR","","","","Life",2
"12357","",1050217,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","RServe interface",2015-01-27 20:08:11,2015,1,1,"January","04","Tuesday",27,27,1422389291.497,"2015.04","CSR","","","","Life",1
"12360","",1050269,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","RServe interface",2015-01-27 22:14:03,2015,1,1,"January","04","Tuesday",27,27,1422396843.38,"2015.04","CSR","","","","Life",41
"12363","",1050275,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_y","RServe interface",2015-01-27 22:50:40,2015,1,1,"January","04","Tuesday",27,27,1422399040.733,"2015.04","CSR","","","","Life",9
"12364","",1050275,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_x","Unmapped",2015-01-27 22:50:40,2015,1,1,"January","04","Tuesday",27,27,1422399040.733,"2015.04","CSR","","","","Life",9
"12365","",1050275,536,100,"Outsource","CRO3",1,1,"NULL","NULL","claim_history","Claims database interface",2015-01-27 22:50:40,2015,1,1,"January","04","Tuesday",27,27,1422399040.733,"2015.04","CSR","","","","Life",9
"12366","",1050313,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","RServe interface",2015-01-28 10:29:08,2015,1,1,"January","05","Wednesday",28,28,1422440948.567,"2015.05","Other","","","","Life",3
"12367","",1050313,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_z","Unmapped",2015-01-28 10:29:08,2015,1,1,"January","05","Wednesday",28,28,1422440948.567,"2015.05","Other","","","","Life",3
"12368","",1050313,536,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","Claims database interface",2015-01-28 10:29:08,2015,1,1,"January","05","Wednesday",28,28,1422440948.567,"2015.05","Other","","","","Life",3
"12376","",1050328,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","RServe interface",2015-01-28 10:49:01,2015,1,1,"January","05","Wednesday",28,28,1422442141.333,"2015.05","CSR","","","","Life",233
"12379","",1050409,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","RServe interface",2015-01-28 14:07:15,2015,1,1,"January","05","Wednesday",28,28,1422454035.763,"2015.05","CSR","","","","Life",13
"12380","",1050409,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_x","Unmapped",2015-01-28 14:07:15,2015,1,1,"January","05","Wednesday",28,28,1422454035.763,"2015.05","CSR","","","","Life",13
"12381","",1050409,536,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","Claims database interface",2015-01-28 14:07:15,2015,1,1,"January","05","Wednesday",28,28,1422454035.763,"2015.05","CSR","","","","Life",13
"12388","",1050446,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_z","RServe interface",2015-01-28 15:10:17,2015,1,1,"January","05","Wednesday",28,28,1422457817.833,"2015.05","CSR","","","","Life",90
"12389","",1050446,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_y","Unmapped",2015-01-28 15:10:17,2015,1,1,"January","05","Wednesday",28,28,1422457817.833,"2015.05","CSR","","","","Life",90
"12390","",1050446,536,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","Claims database interface",2015-01-28 15:10:17,2015,1,1,"January","05","Wednesday",28,28,1422457817.833,"2015.05","CSR","","","","Life",90
"12398","",1050867,505,100,"In-House","Janssen",1,1,"NULL","NULL","claim_history","RServe interface",2015-01-28 18:08:48,2015,1,1,"January","05","Wednesday",28,28,1422468528.15,"2015.05","CSR","","","","Life",28
"12399","",1050867,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_y","Unmapped",2015-01-28 18:08:48,2015,1,1,"January","05","Wednesday",28,28,1422468528.15,"2015.05","CSR","","","","Life",28
"12400","",1050867,536,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","Claims database interface",2015-01-28 18:08:48,2015,1,1,"January","05","Wednesday",28,28,1422468528.15,"2015.05","CSR","","","","Life",28
"12403","",1050936,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_y","RServe interface",2015-01-28 20:55:53,2015,1,1,"January","05","Wednesday",28,28,1422478553.443,"2015.05","Other","","","","Life",9
"12404","",1050936,528,50,"Outsource","CRO3",1,1,"NULL","NULL","claim_history","Unmapped",2015-01-28 20:55:53,2015,1,1,"January","05","Wednesday",28,28,1422478553.443,"2015.05","Other","","","","Life",9
"12405","",1050936,536,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-01-28 20:55:53,2015,1,1,"January","05","Wednesday",28,28,1422478553.443,"2015.05","Other","","","","Life",9
"12409","",1051037,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","RServe interface",2015-01-29 12:37:44,2015,1,1,"January","05","Thursday",29,29,1422535064.61,"2015.05","CSR","","","","Life",110
"12410","",1051037,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_x","Unmapped",2015-01-29 12:37:44,2015,1,1,"January","05","Thursday",29,29,1422535064.61,"2015.05","CSR","","","","Life",110
"12411","",1051037,536,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-01-29 12:37:44,2015,1,1,"January","05","Thursday",29,29,1422535064.61,"2015.05","CSR","","","","Life",110
