Client;signaleringid;indicatorid;waarde;argument;naam;gewicht;eindresultaat;succes;toelichting;Datasource1;Interface1;Time;Year;Quarter;Month;MonthName;Week;WeekDay;DayMonth;DayYear;TimeJS;YearWeek;eindargumentatie;MS;Oncology;CV;PAH;signalering_eindresultaat
13785;1084595;536;100;In House;Jansen;1;1;NULL;NULL;datasource_x;Claims database interface;15.03.2015 08:47;2015;1;3;March;11;Sunday;15;74;1426409259;2015.11;CSR;;;;Life;13
13787;1084674;505;100;In House;Jansen;1;1;NULL;NULL;R_model;RServe interface;15.03.2015 14:46;2015;1;3;March;11;Sunday;15;74;1426430778;2015.11;CSR;;;;Life;8
13788;1084674;528;50;In House;Jansen;1;1;NULL;NULL;claim_history;Unmapped;15.03.2015 14:46;2015;1;3;March;11;Sunday;15;74;1426430778;2015.11;CSR;;;;Life;8
13789;1084674;536;100;In House;Jansen;1;1;NULL;NULL;datasource_x;Claims database interface;15.03.2015 14:46;2015;1;3;March;11;Sunday;15;74;1426430778;2015.11;CSR;;;;Life;8
13791;1084684;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;15.03.2015 15:35;2015;1;3;March;11;Sunday;15;74;1426433733;2015.11;CSR;;;;Life;11
13792;1084712;505;100;In House;Jansen;1;1;NULL;NULL;datasource_x;RServe interface;15.03.2015 18:03;2015;1;3;March;11;Sunday;15;74;1426442603;2015.11;CSR;;;;Life;2
13793;1084712;536;100;In House;Jansen;1;1;NULL;NULL;claim_history;Claims database interface;15.03.2015 18:03;2015;1;3;March;11;Sunday;15;74;1426442603;2015.11;CSR;;;;Life;2
13798;1084764;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;15.03.2015 23:16;2015;1;3;March;11;Sunday;15;74;1426461376;2015.11;CSR;;;;Life;38
13799;1084764;528;50;In House;Jansen;1;1;NULL;NULL;datasource_x;Unmapped;15.03.2015 23:16;2015;1;3;March;11;Sunday;15;74;1426461376;2015.11;CSR;;;;Life;38
13800;1084764;536;100;In House;Jansen;1;1;NULL;NULL;datasource_x;Claims database interface;15.03.2015 23:16;2015;1;3;March;11;Sunday;15;74;1426461376;2015.11;CSR;;;;Life;38
13802;1084807;505;100;In House;Jansen;1;1;NULL;NULL;datasource_y;RServe interface;16.03.2015 10:20;2015;1;3;March;11;Monday;16;75;1426501242;2015.11;CSR;;;;Life;8
13803;1084807;528;50;In House;Jansen;1;1;NULL;NULL;datasource_y;Unmapped;16.03.2015 10:20;2015;1;3;March;11;Monday;16;75;1426501242;2015.11;CSR;;;;Life;8
13804;1084807;536;100;In House;Jansen;1;1;NULL;NULL;datasource_z;Claims database interface;16.03.2015 10:20;2015;1;3;March;11;Monday;16;75;1426501242;2015.11;CSR;;;;Life;8
13807;1084891;505;100;In House;Jansen;1;1;NULL;NULL;R_model;RServe interface;16.03.2015 12:22;2015;1;3;March;11;Monday;16;75;1426508537;2015.11;CSR;;;;Life;26
13809;1084967;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;16.03.2015 14:44;2015;1;3;March;11;Monday;16;75;1426517061;2015.11;CSR;;;;Life;8
13810;1084967;528;50;In House;Jansen;1;1;NULL;NULL;R_model;Unmapped;16.03.2015 14:44;2015;1;3;March;11;Monday;16;75;1426517061;2015.11;CSR;;;;Life;8
13811;1084967;536;100;In House;Jansen;1;1;NULL;NULL;R_model;Claims database interface;16.03.2015 14:44;2015;1;3;March;11;Monday;16;75;1426517061;2015.11;CSR;;;;Life;8
13813;1084978;505;100;In House;Jansen;1;1;NULL;NULL;datasource_x;RServe interface;16.03.2015 14:54;2015;1;3;March;11;Monday;16;75;1426517653;2015.11;CSR;;;;Life;8
13814;1084978;528;50;In House;Jansen;1;1;NULL;NULL;R_model;Unmapped;16.03.2015 14:54;2015;1;3;March;11;Monday;16;75;1426517653;2015.11;CSR;;;;Life;8
13815;1084978;536;100;In House;Jansen;1;1;NULL;NULL;datasource_x;Claims database interface;16.03.2015 14:54;2015;1;3;March;11;Monday;16;75;1426517653;2015.11;CSR;;;;Life;8
13818;1085015;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_x;RServe interface;16.03.2015 15:46;2015;1;3;March;11;Monday;16;75;1426520800;2015.11;CSR;;;;Life;38
13819;1085015;536;100;In House;Jansen;1;1;NULL;NULL;datasource_z;Claims database interface;16.03.2015 15:46;2015;1;3;March;11;Monday;16;75;1426520800;2015.11;CSR;;;;Life;38
13827;1085998;505;100;In House;Jansen;1;1;NULL;NULL;datasource_y;RServe interface;16.03.2015 21:14;2015;1;3;March;11;Monday;16;75;1426540497;2015.11;CSR;;;;Life;2
13828;1085998;536;100;In House;Jansen;1;1;NULL;NULL;R_model;Claims database interface;16.03.2015 21:14;2015;1;3;March;11;Monday;16;75;1426540497;2015.11;CSR;;;;Life;2
13830;1086150;505;100;Outsourced;CRO 1;1;1;NULL;NULL;datasource_x;RServe interface;17.03.2015 13:16;2015;1;3;March;11;Tuesday;17;76;1426598166;2015.11;CSR;;;;Life;26
13855;1087083;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_y;RServe interface;17.03.2015 20:23;2015;1;3;March;11;Tuesday;17;76;1426623799;2015.11;CSR;;;;Life;103
13857;1087083;536;100;In House;Jansen;1;1;NULL;NULL;datasource_x;Claims database interface;17.03.2015 20:23;2015;1;3;March;11;Tuesday;17;76;1426623799;2015.11;CSR;;;;Life;103
13859;1087135;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;17.03.2015 23:34;2015;1;3;March;11;Tuesday;17;76;1426635263;2015.11;CSR;;;;Life;102
13861;1087135;536;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_y;Claims database interface;17.03.2015 23:34;2015;1;3;March;11;Tuesday;17;76;1426635263;2015.11;CSR;;;;Life;102
13862;1087184;505;100;In House;Jansen;1;1;NULL;NULL;datasource_y;RServe interface;18.03.2015 09:37;2015;1;3;March;12;Wednesday;18;77;1426671463;2015.12;CSR;;;;Life;1
13865;1087192;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;18.03.2015 09:59;2015;1;3;March;12;Wednesday;18;77;1426672790;2015.12;CSR;;;;Life;35
13869;1087218;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_z;RServe interface;18.03.2015 11:33;2015;1;3;March;12;Wednesday;18;77;1426678393;2015.12;CSR;;;;Life;41
13877;1087718;505;100;In House;Jansen;1;1;NULL;NULL;datasource_y;RServe interface;18.03.2015 16:24;2015;1;3;March;12;Wednesday;18;77;1426695863;2015.12;CSR;;;;Life;29
13878;1087718;528;50;In House;Jansen;1;1;NULL;NULL;datasource_z;Unmapped;18.03.2015 16:24;2015;1;3;March;12;Wednesday;18;77;1426695863;2015.12;CSR;;;;Life;29
13879;1087718;536;100;In House;Jansen;1;1;NULL;NULL;R_model;Claims database interface;18.03.2015 16:24;2015;1;3;March;12;Wednesday;18;77;1426695863;2015.12;CSR;;;;Life;29
13882;1087720;505;100;In House;Jansen;1;1;NULL;NULL;datasource_y;RServe interface;18.03.2015 16:30;2015;1;3;March;12;Wednesday;18;77;1426696212;2015.12;CSR;;;;Life;27
13886;1087729;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;18.03.2015 16:46;2015;1;3;March;12;Wednesday;18;77;1426697214;2015.12;CSR;;;;Life;18
13887;1087729;528;50;In House;Jansen;1;1;NULL;NULL;datasource_y;Unmapped;18.03.2015 16:46;2015;1;3;March;12;Wednesday;18;77;1426697214;2015.12;CSR;;;;Life;18
13888;1087729;536;100;In House;Jansen;1;1;NULL;NULL;datasource_x;Claims database interface;18.03.2015 16:46;2015;1;3;March;12;Wednesday;18;77;1426697214;2015.12;CSR;;;;Life;18
13889;1087736;505;100;Outsourced;CRO 1;1;1;NULL;NULL;datasource_y;RServe interface;18.03.2015 17:01;2015;1;3;March;12;Wednesday;18;77;1426698109;2015.12;CSR;;;;Life;2
13890;1087736;536;100;Outsourced;CRO 1;1;1;NULL;NULL;datasource_x;Claims database interface;18.03.2015 17:01;2015;1;3;March;12;Wednesday;18;77;1426698109;2015.12;CSR;;;;Life;2
13895;1087752;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_z;RServe interface;18.03.2015 18:12;2015;1;3;March;12;Wednesday;18;77;1426702323;2015.12;CSR;;;;Life;118
13896;1087752;528;50;Outsourced;CRO 2;1;1;NULL;NULL;datasource_x;Unmapped;18.03.2015 18:12;2015;1;3;March;12;Wednesday;18;77;1426702323;2015.12;CSR;;;;Life;118
13897;1087752;536;100;In House;Jansen;1;1;NULL;NULL;R_model;Claims database interface;18.03.2015 18:12;2015;1;3;March;12;Wednesday;18;77;1426702323;2015.12;CSR;;;;Life;118
13899;1087763;505;100;In House;Jansen;1;1;NULL;NULL;datasource_y;RServe interface;18.03.2015 18:35;2015;1;3;March;12;Wednesday;18;77;1426703715;2015.12;CSR;;;;Life;8
13900;1087763;528;50;Outsourced;CRO 1;1;1;NULL;NULL;datasource_x;Unmapped;18.03.2015 18:35;2015;1;3;March;12;Wednesday;18;77;1426703715;2015.12;CSR;;;;Life;8
13901;1087763;536;100;Outsourced;CRO 2;1;1;NULL;NULL;R_model;Claims database interface;18.03.2015 18:35;2015;1;3;March;12;Wednesday;18;77;1426703715;2015.12;CSR;;;;Life;8
13904;1087768;505;100;In House;Jansen;1;1;NULL;NULL;claim_history;RServe interface;18.03.2015 18:49;2015;1;3;March;12;Wednesday;18;77;1426704548;2015.12;CSR;;;;Life;10
13905;1087768;528;50;In House;Jansen;1;1;NULL;NULL;datasource_z;Unmapped;18.03.2015 18:49;2015;1;3;March;12;Wednesday;18;77;1426704548;2015.12;CSR;;;;Life;10
13906;1087768;536;100;Outsourced;CRO 2;1;1;NULL;NULL;claim_history;Claims database interface;18.03.2015 18:49;2015;1;3;March;12;Wednesday;18;77;1426704548;2015.12;CSR;;;;Life;10
13908;1087783;505;100;In House;Jansen;1;1;NULL;NULL;datasource_x;RServe interface;18.03.2015 19:59;2015;1;3;March;12;Wednesday;18;77;1426708778;2015.12;CSR;;;;Life;3
13909;1087783;528;50;In House;Jansen;1;1;NULL;NULL;datasource_x;Unmapped;18.03.2015 19:59;2015;1;3;March;12;Wednesday;18;77;1426708778;2015.12;CSR;;;;Life;3
13910;1087783;536;100;In House;Jansen;1;1;NULL;NULL;R_model;Claims database interface;18.03.2015 19:59;2015;1;3;March;12;Wednesday;18;77;1426708778;2015.12;CSR;;;;Life;3
13912;1087792;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_z;RServe interface;18.03.2015 20:26;2015;1;3;March;12;Wednesday;18;77;1426710369;2015.12;CSR;;;;Life;8
13913;1087792;528;50;In House;Jansen;1;1;NULL;NULL;datasource_x;Unmapped;18.03.2015 20:26;2015;1;3;March;12;Wednesday;18;77;1426710369;2015.12;CSR;;;;Life;8
13914;1087792;536;100;In House;Jansen;1;1;NULL;NULL;datasource_z;Claims database interface;18.03.2015 20:26;2015;1;3;March;12;Wednesday;18;77;1426710369;2015.12;CSR;;;;Life;8
13918;1087844;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;19.03.2015 08:31;2015;1;3;March;12;Thursday;19;78;1426753903;2015.12;CSR;;;;Life;102
13920;1087844;536;100;In House;Jansen;1;1;NULL;NULL;datasource_x;Claims database interface;19.03.2015 08:31;2015;1;3;March;12;Thursday;19;78;1426753903;2015.12;CSR;;;;Life;102
13922;1087908;505;100;In House;Jansen;1;1;NULL;NULL;datasource_y;RServe interface;19.03.2015 11:36;2015;1;3;March;12;Thursday;19;78;1426765008;2015.12;CSR;;;;Life;6
13925;1087922;505;100;In House;Jansen;1;1;NULL;NULL;datasource_y;RServe interface;19.03.2015 12:15;2015;1;3;March;12;Thursday;19;78;1426767342;2015.12;CSR;;;;Life;21
13928;1087975;505;100;In House;Jansen;1;1;NULL;NULL;datasource_x;RServe interface;19.03.2015 14:13;2015;1;3;March;12;Thursday;19;78;1426774405;2015.12;CSR;;;;Life;33
13929;1087975;528;50;Outsourced;CRO 1;1;1;NULL;NULL;datasource_z;Unmapped;19.03.2015 14:13;2015;1;3;March;12;Thursday;19;78;1426774405;2015.12;CSR;;;;Life;33
13930;1087975;536;100;In House;Jansen;1;1;NULL;NULL;datasource_x;Claims database interface;19.03.2015 14:13;2015;1;3;March;12;Thursday;19;78;1426774405;2015.12;CSR;;;;Life;33
13932;1088015;505;100;In House;Jansen;1;1;NULL;NULL;datasource_y;RServe interface;19.03.2015 15:55;2015;1;3;March;12;Thursday;19;78;1426780535;2015.12;Other;;;;Life;26
13937;1088447;505;100;In House;Jansen;1;1;NULL;NULL;datasource_y;RServe interface;19.03.2015 16:46;2015;1;3;March;12;Thursday;19;78;1426783570;2015.12;CSR;;;;Life;3
13938;1088447;528;50;In House;Jansen;1;1;NULL;NULL;R_model;Unmapped;19.03.2015 16:46;2015;1;3;March;12;Thursday;19;78;1426783570;2015.12;CSR;;;;Life;3
13939;1088447;536;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_x;Claims database interface;19.03.2015 16:46;2015;1;3;March;12;Thursday;19;78;1426783570;2015.12;CSR;;;;Life;3
13941;1088500;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;19.03.2015 19:27;2015;1;3;March;12;Thursday;19;78;1426793261;2015.12;Submission;;;;Life;102
13943;1088500;536;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_y;Claims database interface;19.03.2015 19:27;2015;1;3;March;12;Thursday;19;78;1426793261;2015.12;Submission;;;;Life;102
13948;1088521;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_x;RServe interface;19.03.2015 20:10;2015;1;3;March;12;Thursday;19;78;1426795816;2015.12;CSR;;;;Life;23
13949;1088521;528;50;In House;Jansen;1;1;NULL;NULL;datasource_y;Unmapped;19.03.2015 20:10;2015;1;3;March;12;Thursday;19;78;1426795816;2015.12;CSR;;;;Life;23
13950;1088521;536;100;In House;Jansen;1;1;NULL;NULL;datasource_z;Claims database interface;19.03.2015 20:10;2015;1;3;March;12;Thursday;19;78;1426795816;2015.12;CSR;;;;Life;23
13951;1088584;505;100;In House;Jansen;1;1;NULL;NULL;datasource_x;RServe interface;20.03.2015 01:46;2015;1;3;March;12;Friday;20;79;1426815989;2015.12;CSR;;;;Life;3
13952;1088584;528;50;In House;Jansen;1;1;NULL;NULL;datasource_y;Unmapped;20.03.2015 01:46;2015;1;3;March;12;Friday;20;79;1426815989;2015.12;CSR;;;;Life;3
13953;1088584;536;100;In House;Jansen;1;1;NULL;NULL;datasource_z;Claims database interface;20.03.2015 01:46;2015;1;3;March;12;Friday;20;79;1426815989;2015.12;CSR;;;;Life;3
13957;1088607;505;100;In House;Jansen;1;1;NULL;NULL;datasource_x;RServe interface;20.03.2015 09:34;2015;1;3;March;12;Friday;20;79;1426844070;2015.12;CSR;;;;Life;109
13958;1088607;528;50;In House;Jansen;1;1;NULL;NULL;datasource_x;Unmapped;20.03.2015 09:34;2015;1;3;March;12;Friday;20;79;1426844070;2015.12;CSR;;;;Life;109
13959;1088607;536;100;In House;Jansen;1;1;NULL;NULL;datasource_x;Claims database interface;20.03.2015 09:34;2015;1;3;March;12;Friday;20;79;1426844070;2015.12;CSR;;;;Life;109
13962;1088613;505;100;In House;Jansen;1;1;NULL;NULL;datasource_x;RServe interface;20.03.2015 09:42;2015;1;3;March;12;Friday;20;79;1426844560;2015.12;CSR;;;;Life;9
13963;1088613;528;50;Outsourced;CRO 2;1;1;NULL;NULL;datasource_x;Unmapped;20.03.2015 09:42;2015;1;3;March;12;Friday;20;79;1426844560;2015.12;CSR;;;;Life;9
13964;1088613;536;100;In House;Jansen;1;1;NULL;NULL;datasource_z;Claims database interface;20.03.2015 09:42;2015;1;3;March;12;Friday;20;79;1426844560;2015.12;CSR;;;;Life;9
13966;1088624;505;100;Outsourced;CRO 1;1;1;NULL;NULL;claim_history;RServe interface;20.03.2015 09:55;2015;1;3;March;12;Friday;20;79;1426845352;2015.12;CSR;;;;Life;4
13967;1088624;528;50;In House;Jansen;1;1;NULL;NULL;datasource_z;Unmapped;20.03.2015 09:55;2015;1;3;March;12;Friday;20;79;1426845352;2015.12;CSR;;;;Life;4
13968;1088624;536;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_y;Claims database interface;20.03.2015 09:55;2015;1;3;March;12;Friday;20;79;1426845352;2015.12;CSR;;;;Life;4
13972;1088736;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;20.03.2015 13:50;2015;1;3;March;12;Friday;20;79;1426859453;2015.12;Other;;;;Life;138
13973;1088736;536;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_x;Claims database interface;20.03.2015 13:50;2015;1;3;March;12;Friday;20;79;1426859453;2015.12;Other;;;;Life;138
13974;1088746;505;100;In House;Jansen;1;1;NULL;NULL;datasource_y;RServe interface;20.03.2015 13:54;2015;1;3;March;12;Friday;20;79;1426859688;2015.12;CSR;;;;Life;2
13975;1088746;536;100;In House;Jansen;1;1;NULL;NULL;datasource_x;Claims database interface;20.03.2015 13:54;2015;1;3;March;12;Friday;20;79;1426859688;2015.12;CSR;;;;Life;2
13976;1088801;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_z;RServe interface;20.03.2015 15:19;2015;1;3;March;12;Friday;20;79;1426864800;2015.12;CSR;;;;Life;2
13977;1088801;536;100;In House;Jansen;1;1;NULL;NULL;datasource_x;Claims database interface;20.03.2015 15:19;2015;1;3;March;12;Friday;20;79;1426864800;2015.12;CSR;;;;Life;2
13990;1089293;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_x;RServe interface;20.03.2015 19:33;2015;1;3;March;12;Friday;20;79;1426880038;2015.12;CSR;;;;Life;50
13994;1089325;505;100;Outsourced;CRO 1;1;1;NULL;NULL;datasource_x;RServe interface;20.03.2015 22:12;2015;1;3;March;12;Friday;20;79;1426889562;2015.12;CSR;;;;Life;33
13995;1089325;528;50;In House;Jansen;1;1;NULL;NULL;datasource_x;Unmapped;20.03.2015 22:12;2015;1;3;March;12;Friday;20;79;1426889562;2015.12;CSR;;;;Life;33
13996;1089325;536;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_y;Claims database interface;20.03.2015 22:12;2015;1;3;March;12;Friday;20;79;1426889562;2015.12;CSR;;;;Life;33
14001;1089481;505;100;In House;Jansen;1;1;NULL;NULL;datasource_y;RServe interface;21.03.2015 17:46;2015;1;3;March;12;Saturday;21;80;1426959984;2015.12;CSR;;;;Life;20
14002;1089481;528;50;In House;Jansen;1;1;NULL;NULL;R_model;Unmapped;21.03.2015 17:46;2015;1;3;March;12;Saturday;21;80;1426959984;2015.12;CSR;;;;Life;20
14003;1089481;536;100;In House;Jansen;1;1;NULL;NULL;datasource_x;Claims database interface;21.03.2015 17:46;2015;1;3;March;12;Saturday;21;80;1426959984;2015.12;CSR;;;;Life;20
14004;1089492;505;100;Outsourced;CRO 2;1;1;NULL;NULL;claim_history;RServe interface;21.03.2015 20:12;2015;1;3;March;12;Saturday;21;80;1426968736;2015.12;CSR;;;;Life;2
14005;1089492;536;100;In House;Jansen;1;1;NULL;NULL;datasource_x;Claims database interface;21.03.2015 20:12;2015;1;3;March;12;Saturday;21;80;1426968736;2015.12;CSR;;;;Life;2
14009;1089493;505;100;In House;Jansen;1;1;NULL;NULL;datasource_y;RServe interface;21.03.2015 20:15;2015;1;3;March;12;Saturday;21;80;1426968902;2015.12;CSR;;;;Life;208
14010;1089493;536;100;Outsourced;CRO 1;1;1;NULL;NULL;datasource_z;Claims database interface;21.03.2015 20:15;2015;1;3;March;12;Saturday;21;80;1426968902;2015.12;CSR;;;;Life;208
14012;1089544;505;100;In House;Jansen;1;1;NULL;NULL;datasource_y;RServe interface;22.03.2015 12:15;2015;1;3;March;12;Sunday;22;81;1427026534;2015.12;CSR;;;;Life;2
14013;1089544;536;100;In House;Jansen;1;1;NULL;NULL;datasource_z;Claims database interface;22.03.2015 12:15;2015;1;3;March;12;Sunday;22;81;1427026534;2015.12;CSR;;;;Life;2
14015;1089583;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_y;RServe interface;22.03.2015 14:47;2015;1;3;March;12;Sunday;22;81;1427035641;2015.12;Other;;;;Life;8
14016;1089583;528;50;Outsourced;CRO 2;1;1;NULL;NULL;datasource_y;Unmapped;22.03.2015 14:47;2015;1;3;March;12;Sunday;22;81;1427035641;2015.12;Other;;;;Life;8
14017;1089583;536;100;In House;Jansen;1;1;NULL;NULL;datasource_y;Claims database interface;22.03.2015 14:47;2015;1;3;March;12;Sunday;22;81;1427035641;2015.12;Other;;;;Life;8
14019;1089620;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_z;RServe interface;22.03.2015 16:53;2015;1;3;March;12;Sunday;22;81;1427043230;2015.12;CSR;;;;Life;102
14021;1089620;536;100;In House;Jansen;1;1;NULL;NULL;datasource_y;Claims database interface;22.03.2015 16:53;2015;1;3;March;12;Sunday;22;81;1427043230;2015.12;CSR;;;;Life;102
14024;1089714;505;100;In House;Jansen;1;1;NULL;NULL;datasource_x;RServe interface;23.03.2015 09:16;2015;1;3;March;12;Monday;23;82;1427102162;2015.12;CSR;;;;Life;103
14026;1089714;536;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_x;Claims database interface;23.03.2015 09:16;2015;1;3;March;12;Monday;23;82;1427102162;2015.12;CSR;;;;Life;103
14028;1089751;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;23.03.2015 10:40;2015;1;3;March;12;Monday;23;82;1427107253;2015.12;CSR;;;;Life;107
14029;1089751;536;100;In House;Jansen;1;1;NULL;NULL;datasource_x;Claims database interface;23.03.2015 10:40;2015;1;3;March;12;Monday;23;82;1427107253;2015.12;CSR;;;;Life;107
14031;1089754;505;100;In House;Jansen;1;1;NULL;NULL;datasource_x;RServe interface;23.03.2015 10:42;2015;1;3;March;12;Monday;23;82;1427107379;2015.12;CSR;;;;Life;8
14032;1089754;528;50;Outsourced;CRO 2;1;1;NULL;NULL;datasource_x;Unmapped;23.03.2015 10:42;2015;1;3;March;12;Monday;23;82;1427107379;2015.12;CSR;;;;Life;8
14033;1089754;536;100;In House;Jansen;1;1;NULL;NULL;R_model;Claims database interface;23.03.2015 10:42;2015;1;3;March;12;Monday;23;82;1427107379;2015.12;CSR;;;;Life;8
14034;1089824;505;100;In House;Jansen;1;1;NULL;NULL;datasource_x;RServe interface;23.03.2015 13:16;2015;1;3;March;12;Monday;23;82;1427116580;2015.12;CSR;;;;Life;2
14035;1089824;536;100;In House;Jansen;1;1;NULL;NULL;claim_history;Claims database interface;23.03.2015 13:16;2015;1;3;March;12;Monday;23;82;1427116580;2015.12;CSR;;;;Life;2
14039;1089862;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_z;RServe interface;23.03.2015 14:43;2015;1;3;March;12;Monday;23;82;1427121798;2015.12;CSR;;;;Life;105
14040;1089862;528;50;In House;Jansen;1;1;NULL;NULL;datasource_y;Unmapped;23.03.2015 14:43;2015;1;3;March;12;Monday;23;82;1427121798;2015.12;CSR;;;;Life;105
14041;1089862;536;100;In House;Jansen;1;1;NULL;NULL;datasource_x;Claims database interface;23.03.2015 14:43;2015;1;3;March;12;Monday;23;82;1427121798;2015.12;CSR;;;;Life;105
14047;1090864;505;100;In House;Jansen;1;1;NULL;NULL;datasource_y;RServe interface;23.03.2015 21:10;2015;1;3;March;12;Monday;23;82;1427145013;2015.12;CSR;;;;Life;1
14050;1090950;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_y;RServe interface;24.03.2015 10:29;2015;1;3;March;12;Tuesday;24;83;1427192974;2015.12;CSR;;;;Life;41
14055;1090977;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;24.03.2015 11:38;2015;1;3;March;12;Tuesday;24;83;1427197103;2015.12;CSR;;;;Life;31
14057;1090982;505;100;In House;Jansen;1;1;NULL;NULL;datasource_y;RServe interface;24.03.2015 11:47;2015;1;3;March;12;Tuesday;24;83;1427197673;2015.12;CSR;;;;Life;6
14060;1091029;505;100;In House;Jansen;1;1;NULL;NULL;datasource_y;RServe interface;24.03.2015 13:19;2015;1;3;March;12;Tuesday;24;83;1427203155;2015.12;CSR;;;;Life;8
14061;1091029;528;50;Outsourced;CRO 2;1;1;NULL;NULL;datasource_z;Unmapped;24.03.2015 13:19;2015;1;3;March;12;Tuesday;24;83;1427203155;2015.12;CSR;;;;Life;8
14062;1091029;536;100;In House;Jansen;1;1;NULL;NULL;R_model;Claims database interface;24.03.2015 13:19;2015;1;3;March;12;Tuesday;24;83;1427203155;2015.12;CSR;;;;Life;8
14064;1091092;505;100;In House;Jansen;1;1;NULL;NULL;R_model;RServe interface;24.03.2015 15:22;2015;1;3;March;12;Tuesday;24;83;1427210558;2015.12;CSR;;;;Life;107
14065;1091092;536;100;In House;Jansen;1;1;NULL;NULL;datasource_z;Claims database interface;24.03.2015 15:22;2015;1;3;March;12;Tuesday;24;83;1427210558;2015.12;CSR;;;;Life;107
14084;1091919;505;100;In House;Jansen;1;1;NULL;NULL;datasource_y;RServe interface;24.03.2015 16:36;2015;1;3;March;12;Tuesday;24;83;1427214985;2015.12;CSR;;;;Life;101
14086;1091960;505;100;In House;Jansen;1;1;NULL;NULL;R_model;RServe interface;24.03.2015 18:05;2015;1;3;March;12;Tuesday;24;83;1427220309;2015.12;CSR;;;;Life;26
14088;1091973;505;100;In House;Jansen;1;1;NULL;NULL;datasource_x;RServe interface;24.03.2015 18:41;2015;1;3;March;12;Tuesday;24;83;1427222491;2015.12;CSR;;;;Life;7
14089;1091973;536;100;In House;Jansen;1;1;NULL;NULL;datasource_z;Claims database interface;24.03.2015 18:41;2015;1;3;March;12;Tuesday;24;83;1427222491;2015.12;CSR;;;;Life;7
14090;1092031;505;100;In House;Jansen;1;1;NULL;NULL;R_model;RServe interface;24.03.2015 20:55;2015;1;3;March;12;Tuesday;24;83;1427230551;2015.12;CSR;;;;Life;2
14091;1092031;536;100;In House;Jansen;1;1;NULL;NULL;R_model;Claims database interface;24.03.2015 20:55;2015;1;3;March;12;Tuesday;24;83;1427230551;2015.12;CSR;;;;Life;2
14093;1092056;505;100;In House;Jansen;1;1;NULL;NULL;claim_history;RServe interface;24.03.2015 22:06;2015;1;3;March;12;Tuesday;24;83;1427234809;2015.12;CSR;;;;Life;8
14094;1092056;528;50;In House;Jansen;1;1;NULL;NULL;datasource_x;Unmapped;24.03.2015 22:06;2015;1;3;March;12;Tuesday;24;83;1427234809;2015.12;CSR;;;;Life;8
14095;1092056;536;100;In House;Jansen;1;1;NULL;NULL;datasource_x;Claims database interface;24.03.2015 22:06;2015;1;3;March;12;Tuesday;24;83;1427234809;2015.12;CSR;;;;Life;8
14100;1092078;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_z;RServe interface;25.03.2015 08:01;2015;1;3;March;13;Wednesday;25;84;1427270479;2015.13;Submission;;;;Life;111
14101;1092078;528;50;In House;Jansen;1;1;NULL;NULL;datasource_y;Unmapped;25.03.2015 08:01;2015;1;3;March;13;Wednesday;25;84;1427270479;2015.13;Submission;;;;Life;111
14102;1092078;536;100;In House;Jansen;1;1;NULL;NULL;datasource_z;Claims database interface;25.03.2015 08:01;2015;1;3;March;13;Wednesday;25;84;1427270479;2015.13;Submission;;;;Life;111
14103;1092085;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_y;RServe interface;25.03.2015 09:03;2015;1;3;March;13;Wednesday;25;84;1427274183;2015.13;CSR;;;;Life;3
